Date,Region,Cluster,Sub_Cluster,Customer_Group,Brand,SKU_ID,SKU_Name,Forecast_Lag0_Units,Shipped_Units
2026-01-01,EMEA,EMEA East,CEE,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,2648,2118
2026-02-01,EMEA,EMEA East,CEE,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,2385,1972
2026-03-01,EMEA,EMEA East,CEE,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,2476,2197
2026-04-01,EMEA,EMEA East,CEE,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,2690,2232
2026-05-01,EMEA,EMEA East,CEE,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,2142,1882
2026-06-01,EMEA,EMEA East,CEE,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,2405,1897
2025-07-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7899,5888
2025-08-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7372,5600
2025-09-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7953,6104
2025-10-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8075,6248
2025-11-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8344,6769
2025-12-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8639,7207
2026-01-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9764,8212
2026-02-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9518,8824
2026-03-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10207,8916
2026-04-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9409,8585
2026-05-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8126,7610
2026-06-01,EMEA,EMEA South,Italy,Convenience,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8708,8102
2025-07-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,6424,8512
2025-08-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,6138,7879
2025-09-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7266,8377
2025-10-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,6492,8388
2025-11-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8490,10131
2025-12-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7309,9382
2026-01-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9094,11112
2026-02-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8940,11191
2026-03-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10079,11863
2026-04-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9450,12128
2026-05-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7638,10501
2026-06-01,EMEA,EMEA South,Iberia,Discounter,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8149,11059
2025-07-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8768,6752
2025-08-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8866,7304
2025-09-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9422,6930
2025-10-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8983,6795
2025-11-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8806,6896
2025-12-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10259,7691
2026-01-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,11179,8610
2026-02-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,11856,9112
2026-03-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,12618,9292
2026-04-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,11645,9237
2026-05-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,12113,8778
2026-06-01,EMEA,EMEA Central,France,Grocery Retail,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9687,7702
2025-07-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8428,6410
2025-08-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,7793,6042
2025-09-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8235,5954
2025-10-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8870,6646
2025-11-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,8624,6934
2025-12-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10638,7922
2026-01-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,11143,8770
2026-02-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10089,7879
2026-03-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,11289,8520
2026-04-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10124,7880
2026-05-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,10407,7686
2026-06-01,EMEA,EMEA Central,Benelux,Wholesale / Cash & Carry,Velvet Cacao,CHO-0013,Velvet Cacao 85% Dark Bar 250g,9190,7233
2025-07-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,3176,4994
2025-08-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,2934,4924
2025-09-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,3887,5470
2025-10-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,4125,5426
2025-11-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,3928,5468
2025-12-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,4616,6283
2026-01-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,4253,5871
2026-02-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,5671,6830
2026-03-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,5968,7036
2026-04-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,5544,6601
2026-05-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,6431,6766
2026-06-01,EMEA,EMEA North,Baltics,Convenience,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,5413,5729
2025-07-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,14103,13885
2025-08-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,10740,11376
2025-09-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,11238,10951
2025-10-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,10030,10485
2025-11-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,11817,11185
2025-12-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,11507,11054
2026-01-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,15223,15049
2026-02-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,17210,17102
2026-03-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,16576,16716
2026-04-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,12598,12265
2026-05-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,14233,14447
2026-06-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,14224,14091
2025-07-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,19445,14208
2025-08-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,14240,10674
2025-09-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,13849,10859
2025-10-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,14043,10387
2025-11-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,19230,14138
2025-12-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,18421,13792
2026-01-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,21911,16325
2026-02-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,25497,19341
2026-03-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,24726,17597
2026-04-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,24703,19206
2026-05-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,22941,17622
2026-06-01,EMEA,EMEA South,Iberia,Travel Retail,Velvet Cacao,CHO-0014,Velvet Cacao 85% Dark Bar 200g,24390,18314
2025-07-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,12586,13061
2025-08-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,12516,12968
2025-09-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,12714,11772
2025-10-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,12363,12335
2025-11-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,13180,13052
2025-12-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,12477,13431
2026-01-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,15408,15822
2026-02-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,16326,16187
2026-03-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,15273,15926
2026-04-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,15643,15095
2026-05-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,14950,15706
2026-06-01,EMEA,EMEA Central,France,Convenience,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,13210,13363
2025-07-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,4330,4201
2025-08-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,3674,3975
2025-09-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,3806,3773
2025-10-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,4634,4359
2025-11-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,4808,4716
2025-12-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5077,5043
2026-01-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5584,5712
2026-02-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5746,5739
2026-03-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5939,5999
2026-04-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5723,5909
2026-05-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5464,5528
2026-06-01,EMEA,EMEA South,Adria,Discounter,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5080,5040
2025-07-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,6369,8538
2025-08-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5939,7768
2025-09-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,7758,8911
2025-10-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,5428,7505
2025-11-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,8714,9951
2025-12-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,7848,9612
2026-01-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,7208,9488
2026-02-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,8210,10391
2026-03-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,8068,10499
2026-04-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,8586,9954
2026-05-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,9039,10561
2026-06-01,EMEA,EMEA North,Nordics,Grocery Retail,Velvet Cacao,CHO-0015,Velvet Cacao Dark Truffles 150g,6517,8887
2025-07-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1385,1219
2025-08-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1164,969
2025-09-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1410,1144
2025-10-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1601,1313
2025-11-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1491,1163
2025-12-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1463,1274
2026-01-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1397,1250
2026-02-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1323,1164
2026-03-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1602,1314
2026-04-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1492,1232
2026-05-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1347,1131
2026-06-01,EMEA,EMEA East,Turkey,Discounter,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1528,1352
2025-07-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1992,2745
2025-08-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2096,2780
2025-09-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1958,2729
2025-10-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1843,2595
2025-11-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1952,2971
2025-12-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2119,3371
2026-01-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2573,3602
2026-02-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2662,3646
2026-03-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2428,3662
2026-04-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2604,3588
2026-05-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2650,3630
2026-06-01,EMEA,EMEA South,Italy,E-commerce,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,2076,3350
2025-07-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,7725,6437
2025-08-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,7652,6318
2025-09-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,7873,6002
2025-10-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,7692,6545
2025-11-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,7853,6423
2025-12-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,8621,6870
2026-01-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,10761,8920
2026-02-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,10834,8218
2026-03-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,9237,7811
2026-04-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,9408,7726
2026-05-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,8434,7261
2026-06-01,EMEA,EMEA North,Nordics,Foodservice,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,9082,7671
2025-07-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,13050,12731
2025-08-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,12435,13097
2025-09-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,13506,12610
2025-10-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,11764,11462
2025-11-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,12050,12055
2025-12-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,16870,15861
2026-01-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,12521,12442
2026-02-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,17468,17488
2026-03-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,16333,16776
2026-04-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,19787,19337
2026-05-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,16069,15768
2026-06-01,EMEA,EMEA South,Adria,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,16337,16327
2025-07-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1381,1788
2025-08-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1565,1869
2025-09-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1100,1285
2025-10-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1205,1430
2025-11-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1204,1532
2025-12-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1393,1620
2026-01-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1345,1704
2026-02-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1527,1908
2026-03-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1397,1793
2026-04-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1781,1998
2026-05-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1591,1855
2026-06-01,EMEA,EMEA South,Iberia,Grocery Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,1525,1780
2025-07-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,12621,10763
2025-08-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,12385,10394
2025-09-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,9164,11135
2025-10-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,6989,11605
2025-11-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,16722,12483
2025-12-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,14789,13999
2026-01-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,8866,14236
2026-02-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,12962,15377
2026-03-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,17228,14727
2026-04-01,EMEA,EMEA Central,DACH,Travel Retail,Velvet Cacao,CHO-0016,Velvet Cacao Dark Truffles 100g,14005,14923
